customerID,gender,SeniorCitizen,tenure,MonthlyCharges,Churn,revenue_segment,tenure_segment,churn_segment
8561-NMTBD,Female,0,67,112.35,NO,1,Loyal,"Low Risk"
7255-SSFBC,Male,0,72,112.25,NO,1,Loyal,"Low Risk"
6480-YAGIY,Male,0,45,112.2,NO,1,Loyal,"Low Risk"
0378-CJKPV,Female,0,72,112.1,NO,1,Loyal,"Low Risk"
7055-JCGNI,Female,0,70,111.95,NO,1,Loyal,"Low Risk"
2403-BCASL,Male,1,41,111.95,YES,1,Loyal,"High Risk"
2193-SFWQW,Male,0,72,111.95,NO,1,Loyal,"Low Risk"
6664-FPDAC,Female,1,56,111.95,YES,1,Loyal,"High Risk"
0619-OLYUR,Male,0,72,111.9,NO,1,Loyal,"Low Risk"
7409-JURKQ,Female,0,53,111.8,NO,1,Loyal,"Low Risk"
8099-MZPUJ,Male,0,48,111.8,NO,1,Loyal,"Low Risk"
2632-IVXVF,Female,0,68,111.75,NO,1,Loyal,"Low Risk"
2469-DTSGX,Female,1,72,111.65,NO,1,Loyal,"Low Risk"
5304-EFJLP,Male,1,72,111.65,NO,1,Loyal,"Low Risk"
3090-HAWSU,Male,0,61,111.6,YES,1,Loyal,"High Risk"
1891-QRQSA,Male,1,64,111.6,NO,1,Loyal,"Low Risk"
8853-TZDGH,Female,0,72,111.6,NO,1,Loyal,"Low Risk"
3584-WKTTW,Male,0,51,111.55,NO,1,Loyal,"Low Risk"
2587-EKXTS,Male,0,44,111.5,NO,1,Loyal,"Low Risk"
7245-JMTTQ,Female,0,51,111.5,NO,1,Loyal,"Low Risk"
7130-YXBRO,Male,0,48,111.45,NO,1,Loyal,"Low Risk"
1135-HIORI,Female,0,64,111.45,NO,1,Loyal,"Low Risk"
3292-PBZEJ,Male,1,11,111.4,NO,1,New,"Medium Risk"
6168-YBYNP,Male,0,59,111.35,NO,1,Loyal,"Low Risk"
2659-VXMWZ,Male,0,67,111.3,YES,1,Loyal,"High Risk"
2773-OVBPK,Male,0,67,111.3,NO,1,Loyal,"Low Risk"
3508-CFVZL,Female,0,71,111.3,NO,1,Loyal,"Low Risk"
9249-FXSCK,Female,0,52,111.25,YES,1,Loyal,"High Risk"
3199-NPKCN,Female,0,67,111.25,NO,1,Loyal,"Low Risk"
0835-JKADZ,Female,0,71,111.25,NO,1,Loyal,"Low Risk"
0115-TFERT,Male,0,21,111.2,YES,1,Established,"High Risk"
3022-BEXHZ,Male,0,67,111.2,NO,1,Loyal,"Low Risk"
5514-YQENT,Male,0,41,111.15,NO,1,Loyal,"Low Risk"
2067-QYTCF,Female,0,64,111.15,NO,1,Loyal,"Low Risk"
8071-SBTRN,Female,0,70,111.15,NO,1,Loyal,"Low Risk"
8591-TKMZH,Male,0,59,111.1,NO,1,Loyal,"Low Risk"
9079-YEXQJ,Female,0,54,111.1,YES,1,Loyal,"High Risk"
6067-NGCEU,Female,0,65,111.05,NO,1,Loyal,"Low Risk"
2323-ARSVR,Male,0,67,111.05,NO,1,Loyal,"Low Risk"
9351-HXDMR,Male,0,72,110.9,NO,1,Loyal,"Low Risk"
7030-FZTFM,Male,0,72,110.9,NO,1,Loyal,"Low Risk"
7632-MNYOY,Male,1,66,110.9,YES,1,Loyal,"High Risk"
9835-ZIITK,Male,1,66,110.85,YES,1,Loyal,"High Risk"
4789-KWMXN,Male,0,47,110.85,YES,1,Loyal,"High Risk"
6030-REHUX,Female,1,28,110.85,NO,1,Established,"Low Risk"
2499-AJYUA,Female,1,72,110.8,NO,1,Loyal,"Low Risk"
2272-JKMSI,Female,0,62,110.8,NO,1,Loyal,"Low Risk"
5795-KTGUD,Female,0,68,110.8,NO,1,Loyal,"Low Risk"
4118-CEVPF,Female,1,35,110.8,NO,1,Established,"Low Risk"
9330-VOFSZ,Female,0,60,110.8,NO,1,Loyal,"Low Risk"
4616-ULAOA,Female,0,65,110.8,NO,1,Loyal,"Low Risk"
2272-WUSPA,Female,0,72,110.75,NO,1,Loyal,"Low Risk"
8920-NAVAY,Male,1,62,110.75,NO,1,Loyal,"Low Risk"
5099-BAILX,Male,1,43,110.75,YES,1,Loyal,"High Risk"
1320-REHCS,Male,1,52,110.75,NO,1,Loyal,"Low Risk"
9356-AXGMP,Male,0,38,110.7,NO,1,Loyal,"Low Risk"
8823-RLPWL,Female,0,72,110.65,NO,1,Loyal,"Low Risk"
0409-WTMPL,Female,0,58,110.65,NO,1,Loyal,"Low Risk"
1291-CUOCY,Male,0,72,110.6,NO,1,Loyal,"Low Risk"
4827-LTQRJ,Female,1,66,110.6,NO,1,Loyal,"Low Risk"
6993-YCOBK,Male,0,60,110.6,NO,1,Loyal,"Low Risk"
4476-OSWTN,Male,1,69,110.55,NO,1,Loyal,"Low Risk"
6297-NOOPG,Female,0,70,110.5,NO,1,Loyal,"Low Risk"
8008-ESFLK,Female,0,53,110.5,NO,1,Loyal,"Low Risk"
2673-CXQEU,Female,1,56,110.5,NO,1,Loyal,"Low Risk"
1258-YMZNM,Female,1,27,110.5,NO,1,Established,"Low Risk"
7519-JTWQH,Female,0,69,110.5,NO,1,Loyal,"Low Risk"
9405-GPBBG,Female,0,64,110.5,NO,1,Loyal,"Low Risk"
6647-ZEDXT,Female,0,30,110.45,NO,1,Established,"Low Risk"
7602-MVRMB,Female,0,72,110.45,NO,1,Loyal,"Low Risk"
3336-JORSO,Female,1,33,110.45,YES,1,Established,"High Risk"
8309-PPCED,Female,0,72,110.45,NO,1,Loyal,"Low Risk"
1409-PHXTF,Male,1,54,110.45,NO,1,Loyal,"Low Risk"
3729-OWRVL,Male,1,65,110.35,NO,1,Loyal,"Low Risk"
3870-MQAMG,Female,0,54,110.35,YES,1,Loyal,"High Risk"
3580-HYCSP,Male,0,72,110.3,NO,1,Loyal,"Low Risk"
2789-CZANW,Female,0,64,110.3,NO,1,Loyal,"Low Risk"
4627-MIHJH,Female,1,69,110.25,NO,1,Loyal,"Low Risk"
1936-UAFEH,Female,0,68,110.25,NO,1,Loyal,"Low Risk"
7576-JMYWV,Female,1,46,110.2,NO,1,Loyal,"Low Risk"
8707-HOEDG,Female,0,70,110.2,NO,1,Loyal,"Low Risk"
5153-LXKDT,Male,0,68,110.2,NO,1,Loyal,"Low Risk"
2408-TZMJL,Male,0,59,110.15,YES,1,Loyal,"High Risk"
9070-BCKQP,Female,0,72,110.15,NO,1,Loyal,"Low Risk"
7566-DSRLQ,Female,0,72,110.15,NO,1,Loyal,"Low Risk"
9851-KIELU,Male,0,10,110.1,YES,1,New,"High Risk"
4778-IZARL,Male,0,63,110.1,NO,1,Loyal,"Low Risk"
2931-SVLTV,Male,0,40,110.1,NO,1,Loyal,"Low Risk"
3244-CQPHU,Female,1,72,110.1,NO,1,Loyal,"Low Risk"
5027-YOCXN,Male,0,51,110.05,NO,1,Loyal,"Low Risk"
2988-QRAJY,Male,0,69,110.05,NO,1,Loyal,"Low Risk"
3192-NQECA,Male,0,68,110,YES,1,Loyal,"High Risk"
0691-IFBQW,Female,1,46,110,YES,1,Loyal,"High Risk"
7868-TMWMZ,Female,1,60,110,NO,1,Loyal,"Low Risk"
6333-YDVLT,Male,0,65,110,NO,1,Loyal,"Low Risk"
0136-IFMYD,Male,1,69,109.95,NO,1,Loyal,"Low Risk"
1841-YSJGV,Male,0,72,109.95,NO,1,Loyal,"Low Risk"
3174-RKMOW,Male,0,35,109.95,NO,1,Established,"Low Risk"
0254-FNMCI,Female,0,72,109.9,NO,1,Loyal,"Low Risk"
0177-PXBAT,Male,1,33,109.9,NO,1,Established,"Low Risk"
3992-YWPKO,Female,0,6,109.9,YES,1,New,"High Risk"
0795-GMVQO,Male,0,67,109.9,NO,1,Loyal,"Low Risk"
1656-DRSMG,Female,0,63,109.85,NO,1,Loyal,"Low Risk"
6689-VRRTK,Female,1,44,109.8,NO,1,Loyal,"Low Risk"
3331-HQDTW,Female,0,34,109.8,YES,1,Established,"High Risk"
6198-PNNSZ,Female,0,56,109.8,NO,1,Loyal,"Low Risk"
9866-OCCKE,Female,1,72,109.75,NO,1,Loyal,"Low Risk"
1162-ECVII,Male,1,72,109.75,NO,1,Loyal,"Low Risk"
4670-TABXH,Male,0,72,109.75,NO,1,Loyal,"Low Risk"
1725-IQNIY,Male,0,54,109.75,YES,1,Loyal,"High Risk"
7446-KQISO,Male,0,45,109.75,NO,1,Loyal,"Low Risk"
9680-NIAUV,Female,0,72,109.7,NO,1,Loyal,"Low Risk"
0013-SMEOE,Female,1,71,109.7,NO,1,Loyal,"Low Risk"
1360-XFJMR,Female,0,67,109.7,NO,1,Loyal,"Low Risk"
4909-JOUPP,Male,1,72,109.7,NO,1,Loyal,"Low Risk"
5013-SBUIH,Female,0,50,109.65,YES,1,Loyal,"High Risk"
6295-OSINB,Male,0,72,109.65,NO,1,Loyal,"Low Risk"
0237-YFUTL,Female,0,50,109.65,NO,1,Loyal,"Low Risk"
5945-AZYHT,Male,0,71,109.6,NO,1,Loyal,"Low Risk"
1061-PNTHC,Female,0,56,109.6,NO,1,Loyal,"Low Risk"
3518-FSTWG,Male,1,72,109.55,NO,1,Loyal,"Low Risk"
2731-GJRDG,Female,0,32,109.55,NO,1,Established,"Low Risk"
6599-RCLCJ,Male,0,47,109.55,YES,1,Loyal,"High Risk"
9802-CAQUT,Female,0,72,109.55,NO,1,Loyal,"Low Risk"
0536-ACXIP,Female,0,72,109.55,NO,1,Loyal,"Low Risk"
4176-FXYBO,Male,0,54,109.55,NO,1,Loyal,"Low Risk"
9360-AHGNL,Female,1,43,109.55,YES,1,Loyal,"High Risk"
0748-RDGGM,Male,0,70,109.5,YES,1,Loyal,"High Risk"
1984-FCOWB,Female,0,70,109.5,YES,1,Loyal,"High Risk"
3831-YCPUO,Female,0,72,109.5,NO,1,Loyal,"Low Risk"
2522-AHJXR,Male,0,60,109.45,NO,1,Loyal,"Low Risk"
5089-IFSDP,Female,0,58,109.45,YES,1,Loyal,"High Risk"
9052-VKDUW,Female,1,65,109.4,NO,1,Loyal,"Low Risk"
8849-PRIQJ,Female,0,67,109.4,NO,1,Loyal,"Low Risk"
0103-CSITQ,Female,0,57,109.4,NO,1,Loyal,"Low Risk"
7537-CBQUZ,Male,1,63,109.4,NO,1,Loyal,"Low Risk"
2599-CIPQE,Male,0,71,109.3,NO,1,Loyal,"Low Risk"
1428-IEDPR,Male,0,52,109.3,NO,1,Loyal,"Low Risk"
1163-VIPRI,Female,0,65,109.3,NO,1,Loyal,"Low Risk"
3617-XLSGQ,Female,0,66,109.25,NO,1,Loyal,"Low Risk"
3886-CERTZ,Female,0,72,109.25,YES,1,Loyal,"High Risk"
6308-CQRBU,Female,0,71,109.25,NO,1,Loyal,"Low Risk"
9488-FYQAU,Female,0,63,109.25,NO,1,Loyal,"Low Risk"
0961-ZWLVI,Male,0,49,109.2,NO,1,Loyal,"Low Risk"
8901-UPRHR,Female,0,72,109.2,NO,1,Loyal,"Low Risk"
6614-FHDBO,Male,0,72,109.2,NO,1,Loyal,"Low Risk"
3612-YUNGG,Male,0,64,109.2,NO,1,Loyal,"Low Risk"
5574-NXZIU,Male,0,63,109.2,NO,1,Loyal,"Low Risk"
3571-RFHAR,Male,0,65,109.15,YES,1,Loyal,"High Risk"
2266-SJNAT,Female,0,72,109.15,NO,1,Loyal,"Low Risk"
5140-FOMCQ,Female,0,59,109.15,NO,1,Loyal,"Low Risk"
4567-AKPIA,Female,0,41,109.1,NO,1,Loyal,"Low Risk"
8819-ZBYNA,Female,0,58,109.1,NO,1,Loyal,"Low Risk"
9278-VZKCD,Female,1,52,109.1,NO,1,Loyal,"Low Risk"
3766-EJLFL,Female,0,68,109.05,NO,1,Loyal,"Low Risk"
2307-FYNNL,Male,1,65,109.05,NO,1,Loyal,"Low Risk"
3407-JMJQQ,Female,0,71,109,NO,1,Loyal,"Low Risk"
5172-RKOCB,Male,0,72,108.95,NO,1,Loyal,"Low Risk"
4350-ZTLPI,Female,0,53,108.95,NO,1,Loyal,"Low Risk"
6733-LRIZX,Male,0,35,108.95,NO,1,Established,"Low Risk"
8495-LJDFO,Female,1,64,108.95,NO,1,Loyal,"Low Risk"
4016-BJKTZ,Female,0,25,108.9,NO,1,Established,"Low Risk"
0345-XMMUG,Female,0,46,108.9,NO,1,Loyal,"Low Risk"
9971-ZWPBF,Male,1,34,108.9,NO,1,Established,"Low Risk"
3424-NMNBO,Male,1,58,108.85,YES,1,Loyal,"High Risk"
3761-FLYZI,Female,1,65,108.8,NO,1,Loyal,"Low Risk"
1150-WFARN,Female,0,67,108.75,YES,1,Loyal,"High Risk"
2027-WKXMW,Female,0,63,108.75,NO,1,Loyal,"Low Risk"
2144-BFDSO,Female,1,50,108.75,NO,1,Loyal,"Low Risk"
8213-TAZPM,Female,0,69,108.75,NO,1,Loyal,"Low Risk"
2001-MCUUW,Male,0,46,108.65,NO,1,Loyal,"Low Risk"
6990-YNRIO,Male,0,65,108.65,YES,1,Loyal,"High Risk"
1053-MXTTK,Female,0,72,108.65,NO,1,Loyal,"Low Risk"
7317-GGVPB,Male,0,71,108.6,YES,1,Loyal,"High Risk"
2798-NYLMZ,Male,0,71,108.55,NO,1,Loyal,"Low Risk"
9101-BWFSS,Female,0,50,108.55,YES,1,Loyal,"High Risk"
5168-MQQCA,Female,0,72,108.5,NO,1,Loyal,"Low Risk"
8041-TMEID,Male,1,63,108.5,NO,1,Loyal,"Low Risk"
5966-EMAZU,Male,0,64,108.5,NO,1,Loyal,"Low Risk"
4250-ZBWLV,Male,0,68,108.45,YES,1,Loyal,"High Risk"
5067-XJQFU,Male,1,66,108.45,NO,1,Loyal,"Low Risk"
1216-BGTSP,Male,0,45,108.45,NO,1,Loyal,"Low Risk"
5440-FLBQG,Male,1,69,108.4,YES,1,Loyal,"High Risk"
2419-FSORS,Male,0,72,108.4,NO,1,Loyal,"Low Risk"
1320-GVNHT,Male,0,72,108.4,NO,1,Loyal,"Low Risk"
5981-ZVXOT,Female,1,35,108.35,NO,1,Established,"Low Risk"
6519-ZHPXP,Female,0,72,108.3,NO,1,Loyal,"Low Risk"
6362-QHAFM,Male,0,42,108.3,NO,1,Loyal,"Low Risk"
1074-AMIOH,Female,0,53,108.25,NO,1,Loyal,"Low Risk"
1110-KYLGQ,Female,0,63,108.25,NO,1,Loyal,"Low Risk"
7550-WIQVA,Male,0,50,108.25,NO,1,Loyal,"Low Risk"
4329-YPDDQ,Male,0,20,108.2,NO,1,Established,"Low Risk"
9031-ZVQPT,Male,0,72,108.2,NO,1,Loyal,"Low Risk"
1679-JRFBR,Female,0,70,108.15,NO,1,Loyal,"Low Risk"
0181-RITDD,Male,0,62,108.15,NO,1,Loyal,"Low Risk"
6179-GJPSO,Female,1,43,108.15,YES,1,Loyal,"High Risk"
0363-QJVFX,Male,0,32,108.15,YES,1,Established,"High Risk"
0786-IVLAW,Female,1,66,108.1,NO,1,Loyal,"Low Risk"
6723-WSNTY,Female,1,66,108.1,NO,1,Loyal,"Low Risk"
6583-SZVGP,Male,0,48,108.1,NO,1,Loyal,"Low Risk"
7134-HBPBS,Female,1,72,108.1,NO,1,Loyal,"Low Risk"
3657-COGMW,Female,1,52,108.1,NO,1,Loyal,"Low Risk"
2692-AQCPF,Female,0,65,108.05,NO,1,Loyal,"Low Risk"
2834-JRTUA,Male,0,71,108.05,YES,1,Loyal,"High Risk"
9861-PDSZP,Female,0,72,108.05,NO,1,Loyal,"Low Risk"
2651-ZCBXV,Male,0,54,108,NO,1,Loyal,"Low Risk"
5760-IFJOZ,Male,0,3,107.95,NO,1,New,"Medium Risk"
2081-VEYEH,Male,0,3,107.95,NO,1,New,"Medium Risk"
1400-WIVLL,Male,0,57,107.95,NO,1,Loyal,"Low Risk"
6386-SZZKH,Female,0,49,107.95,YES,1,Loyal,"High Risk"
9844-FELAJ,Female,1,70,107.9,NO,1,Loyal,"Low Risk"
1698-XFZCI,Male,0,61,107.75,NO,1,Loyal,"Low Risk"
2000-MPKCA,Female,0,58,107.75,NO,1,Loyal,"Low Risk"
1833-TCXKK,Male,0,45,107.75,NO,1,Loyal,"Low Risk"
7821-DPRQE,Male,0,68,107.7,NO,1,Loyal,"Low Risk"
8915-NNTRC,Male,0,72,107.7,NO,1,Loyal,"Low Risk"
3096-YXENJ,Female,0,65,107.65,NO,1,Loyal,"Low Risk"
4683-WYDOU,Male,0,62,107.6,NO,1,Loyal,"Low Risk"
0114-PEGZZ,Female,0,33,107.55,NO,1,Established,"Low Risk"
8327-LZKAS,Female,1,43,107.55,YES,1,Loyal,"High Risk"
2615-YVMYX,Male,1,71,107.5,NO,1,Loyal,"Low Risk"
5954-BDFSG,Female,0,72,107.5,NO,1,Loyal,"Low Risk"
8800-ZKRFW,Female,0,30,107.5,NO,1,Established,"Low Risk"
2886-KEFUM,Female,0,63,107.5,YES,1,Loyal,"High Risk"
9036-CSKBW,Female,0,51,107.45,NO,1,Loyal,"Low Risk"
4056-QHXHZ,Female,0,72,107.45,NO,1,Loyal,"Low Risk"
5336-UFNZP,Female,1,65,107.45,NO,1,Loyal,"Low Risk"
8265-HKSOW,Female,0,72,107.45,NO,1,Loyal,"Low Risk"
8024-XNAFQ,Female,1,72,107.4,NO,1,Loyal,"Low Risk"
6394-MFYNG,Female,0,48,107.4,YES,1,Loyal,"High Risk"
4566-GOLUK,Male,0,47,107.35,YES,1,Loyal,"High Risk"
9659-ZTWSM,Male,1,66,107.35,NO,1,Loyal,"Low Risk"
6815-ABQFQ,Male,0,56,107.25,NO,1,Loyal,"Low Risk"
8565-HBFNN,Male,0,69,107.2,NO,1,Loyal,"Low Risk"
1297-VQDRP,Male,1,68,107.15,NO,1,Loyal,"Low Risk"
4716-HHKQH,Male,1,20,107.05,NO,1,Established,"Low Risk"
5481-NTDOH,Female,1,67,107.05,NO,1,Loyal,"Low Risk"
3758-CKOQL,Female,0,59,107,NO,1,Loyal,"Low Risk"
6777-TGHTM,Female,0,53,106.95,YES,1,Loyal,"High Risk"
9137-UIYPG,Female,0,35,106.9,NO,1,Established,"Low Risk"
3606-TWKGI,Male,1,13,106.9,YES,1,Established,"High Risk"
3786-WOVKF,Female,1,72,106.85,NO,1,Loyal,"Low Risk"
5035-PGZXH,Female,0,56,106.8,NO,1,Loyal,"Low Risk"
8152-UOBNY,Female,1,50,106.8,NO,1,Loyal,"Low Risk"
